Question,Numbers,Equation,Answer,group_nums,Body,Ques,Type,Variation Type,id
shiela has number0 neighbors who like to collect animal drawings . shiela has a talent for drawing and so she drew number1 animals on small pieces of paper . if she plans to give the same number of animal drawings to her neighbors how many will each of them receive ?,[ 6. 54.],['/' 'number1' 'number0'],9.0,[ 1  2  3  9 46 47 48 49 20 21 22],shiela has number0 neighbors who like to collect animal drawings . shiela has a talent for drawing and so she drew number1 animals on small pieces of paper . if she plans to give the same number of animal drawings to her neighbors,how many will each of them receive ?,,,2300
allen shiela 's brother likes to play with blocks . shiela repainted allen 's old blocks in different colors . if allen has number0 identical blocks and there are number1 blocks for every color of paint used how many colors did shiela use ?,[49.  7.],['/' 'number0' 'number1'],7.0,[32  1  2  4  8 40 41 42 22 23 24 25 28 29 30],allen shiela 's brother likes to play with blocks . shiela repainted allen 's old blocks in different colors . if allen has number0 identical blocks and there are number1 blocks for every color of paint used,how many colors did shiela use ?,,,2301
aside from drawing animals shiela is fond of painting flowers . if she has number0 paintings of flowers how many paintings can she give to each of her number1 grandmothers ?,[18.  2.],['/' 'number0' 'number1'],9.0,[ 2  8 12 13 14 15 25 27 28 29],aside from drawing animals shiela is fond of painting flowers . if she has number0 paintings of flowers,how many paintings can she give to each of her number1 grandmothers ?,,,2302
it has been tradition in shiela 's home to hang a sock above the fireplace for each member of the family . this year she placed a cinnamon ball every day in the socks for number0 of her family members . how long can she do this if she bought number1 cinnamon balls ?,[ 5. 50.],['/' 'number1' 'number0'],10.0,[34 35 36  8 16 49 50 51 52 29],it has been tradition in shiela 's home to hang a sock above the fireplace for each member of the family . this year she placed a cinnamon ball every day in the socks for number0 of her family members .,how long can she do this if she bought number1 cinnamon balls ?,,,2303
haley loves to collect things . this year she decided to give away part of her collection as it was taking too much space in her room . number0 of her closest friends like stickers . if she plans to give all of them an equal number of stickers how many will each receive if she has number1 stickers ?,[ 9. 72.],['/' 'number1' 'number0'],8.0,[52 20 56 57 58 28 29],haley loves to collect things . this year she decided to give away part of her collection as it was taking too much space in her room . number0 of her closest friends like stickers . if she plans to give all of them an equal number of stickers,how many will each receive if she has number1 stickers ?,,,2304
in haley 's class number0 are boys who love to play marbles . if haley has number1 marbles how many will each of the boys receive ?,[ 5. 35.],['/' 'number1' 'number0'],7.0,[ 2  3  4  5 10 15 16 17 21 23 24 25],in haley 's class number0 are boys who love to play marbles . if haley has number1 marbles,how many will each of the boys receive ?,,,2305
when relatives visit haley and her family she and her cousins do origami . if she has number0 origami papers to give away to her number1 cousins how many will each receive if she gives everyone the same number of origami papers ?,[48.  6.],['/' 'number0' 'number1'],8.0,[ 2  7 39 40 41 16 17 18 19 24 25 26 30],when relatives visit haley and her family she and her cousins do origami . if she has number0 origami papers to give away to her number1 cousins,how many will each receive if she gives everyone the same number of origami papers ?,,,2306
a large bag of balls was kept under haley 's bed . her mom placed the balls in bags for children in foster homes . if every bag can contain number0 balls and haley has number1 balls how many bags will be used ?,[ 4. 36.],['/' 'number1' 'number0'],9.0,[34 35 36  2  4 40  9 41 42 26 29 30 31],a large bag of balls was kept under haley 's bed . her mom placed the balls in bags for children in foster homes . if every bag can contain number0 balls and haley has number1 balls,how many bags will be used ?,,,2307
haley has number0 magazines in her cabinet . she plans to send it to the recycling office in their area . if she places it in boxes which can contain number1 magazines how many boxes will she use ?,[63.  9.],['/' 'number0' 'number1'],7.0,[ 1  2  3 35 36 37  8 29 30 31],haley has number0 magazines in her cabinet . she plans to send it to the recycling office in their area . if she places it in boxes which can contain number1 magazines,how many boxes will she use ?,,,2308
number0 bright sunny day betty decided to make bracelets from beautiful stones she bought from a local store . she bought number1 pink flower stones and wanted to make number2 bracelets out of these stones . how many pink flower stones will each bracelet have if she used the same number of stones in each bracelet ?,[ 1. 88.  8.],['/' 'number1' 'number2'],11.0,[ 0  1  2  3  7  8  9 42 10 20 21 22 54 24 53 55 28 29 30],number0 bright sunny day betty decided to make bracelets from beautiful stones she bought from a local store . she bought number1 pink flower stones and wanted to make number2 bracelets out of these stones .,how many pink flower stones will each bracelet have if she used the same number of stones in each bracelet ?,,,2309
betty also bought number0 shiny blue round stones . if number1 pieces of this stone is in each bracelet how many bracelets of blue shiny round stones will there be ?,[140.  14.],['/' 'number0' 'number1'],10.0,[ 2  3  4  5  6  7  9 10 11 14 15 16 17 27 28 29],betty also bought number0 shiny blue round stones . if number1 pieces of this stone is in each bracelet,how many bracelets of blue shiny round stones will there be ?,,,2310
brenda betty 's sister wanted to have number0 bracelets with star-shaped stones . she also bought number1 star-shaped stones from the local store and gave it to betty . how many star-shaped stones will there be in each of the bracelet betty makes for brenda ?,[ 3. 36.],['/' 'number1' 'number0'],12.0,[ 1  2  4 37  6  7  8 10 42 43 44 15 16 17 18],brenda betty 's sister wanted to have number0 bracelets with star-shaped stones . she also bought number1 star-shaped stones from the local store and gave it to betty .,how many star-shaped stones will there be in each of the bracelet betty makes for brenda ?,,,2311
